"","Season","Player","Team","position","game_id","game_date","home_team","away_team","G","A1","A2","PTS","PrPTS","GS","SOG","eGF","eGA","GF.","PPG","PPA1","PPA2","SHG","SHA1","SHA2","FOW","FOL","PIM","Blk","TO","SV","GA"
"1","2015","Anya Battaglino","CTW","F|D","14665102","2016-08-18","CTW","MET",0,0,0,0,0,-0.17,0,0,0,NA,0,0,0,0,0,0,0,0,2,0,0,0,0
"2","2015","Ashley Johnston","MET","D","14665102","2016-08-18","CTW","MET",0,0,0,0,0,-0.17,0,0,0,NA,0,0,0,0,0,0,0,0,2,0,0,0,0
"3","2015","Brooke Ammerman","MET","F","14665102","2016-08-18","CTW","MET",1,0,0,1,1,1.11,1,0,0,NA,0,0,0,0,0,0,0,0,0,0,0,0,0
"4","2015","Danielle Ward","CTW","F","14665102","2016-08-18","CTW","MET",0,0,0,0,0,-0.17,0,0,0,NA,0,0,0,0,0,0,0,0,2,0,0,0,0
"5","2015","Elena Orlando","MET","D","14665102","2016-08-18","CTW","MET",0,0,0,0,0,-0.17,0,0,0,NA,0,0,0,0,0,0,0,0,2,0,0,0,0
"6","2015","Jaimie Leonoff","CTW","G","14665102","2016-08-18","CTW","MET",0,0,0,0,0,3.48,0,0,0,NA,0,0,0,0,0,0,0,0,0,0,0,32,1
"7","2015","Jessica Koizumi","CTW","F","14665102","2016-08-18","CTW","MET",1,0,0,1,1,1.11,1,0,0,NA,0,0,0,0,0,0,0,0,0,0,0,0,0
"8","2015","Jordan Brickner","CTW","D","14665102","2016-08-18","CTW","MET",0,0,1,1,0,0.64,0,0,0,NA,0,0,0,0,0,0,0,0,0,0,0,0,0
"9","2015","Kaleigh Fratkin","CTW","D","14665102","2016-08-18","CTW","MET",0,1,0,1,1,0.64,0,0,0,NA,0,0,0,0,0,0,0,0,0,0,0,0,0
"10","2015","Kelli Stack","CTW","F","14665102","2016-08-18","CTW","MET",1,1,1,3,2,2.22,1,0,0,NA,0,0,0,0,0,0,0,0,2,0,0,0,0
"11","2015","Kelly Babstock","CTW","F","14665102","2016-08-18","CTW","MET",1,1,0,2,2,1.75,1,0,0,NA,0,0,0,0,0,0,0,0,0,0,0,0,0
"12","2015","Kiira Dosdall","MET","D","14665102","2016-08-18","CTW","MET",0,0,0,0,0,-0.17,0,0,0,NA,0,0,0,0,0,0,0,0,2,0,0,0,0
"13","2015","Ludmila Belyakova","MET","F","14665102","2016-08-18","CTW","MET",0,1,0,1,1,0.64,0,0,0,NA,0,0,0,0,0,0,0,0,0,0,0,0,0
"14","2015","Madison Packer","MET","F","14665102","2016-08-18","CTW","MET",0,0,0,0,0,-0.17,0,0,0,NA,0,0,0,0,0,0,0,0,2,0,0,0,0
"15","2015","Micaela Long","CTW","F","14665102","2016-08-18","CTW","MET",0,1,0,1,1,0.64,0,0,0,NA,0,0,0,0,0,0,0,0,0,0,0,0,0
"16","2015","Molly Engstrom","CTW","D","14665102","2016-08-18","CTW","MET",0,0,0,0,0,-0.17,0,0,0,NA,0,0,0,0,0,0,0,0,2,0,0,0,0
"17","2015","Nana Fujimoto","MET","G","14665102","2016-08-18","CTW","MET",0,0,0,0,0,-0.5,0,0,0,NA,0,0,0,0,0,0,0,0,0,0,0,25,4
"18","2015","Shiann Darkangelo","CTW","F","14665102","2016-08-18","CTW","MET",1,0,0,1,1,1.11,1,0,0,NA,0,0,0,0,0,0,0,0,0,0,0,0,0
"19","2015","Alyssa Gagliardi","BOS","D","14668259","2016-08-19","BUF","BOS",0,1,1,2,1,1.28,0,0,0,NA,0,0,0,0,0,0,0,0,0,0,0,0,0
"20","2015","Amanda Pelkey","BOS","F","14668259","2016-08-19","BUF","BOS",1,0,0,1,1,1.11,1,0,0,NA,0,0,0,1,0,0,0,0,0,0,0,0,0
"21","2015","Brianna Decker","BOS","F","14668259","2016-08-19","BUF","BOS",0,1,0,1,1,0.64,0,0,0,NA,0,0,0,0,0,0,0,0,0,0,0,0,0
"22","2015","Brianne Mclaughlin","BUF","G","14668259","2016-08-19","BUF","BOS",0,0,0,0,0,2.3,0,0,0,NA,0,0,0,0,0,0,0,0,0,0,0,45,4
"23","2015","Brittany Ott","BOS","G","14668259","2016-08-19","BUF","BOS",0,0,0,0,0,3.76,0,0,0,NA,0,0,0,0,0,0,0,0,0,0,0,34,1
"24","2015","Emily Field","BOS","F","14668259","2016-08-19","BUF","BOS",0,0,0,0,0,-0.17,0,0,0,NA,0,0,0,0,0,0,0,0,2,0,0,0,0
"25","2015","Emily Pfalzer","BUF","D","14668259","2016-08-19","BUF","BOS",0,0,1,1,0,0.64,0,0,0,NA,0,0,0,0,0,0,0,0,0,0,0,0,0
"26","2015","Hilary Knight","BOS","F","14668259","2016-08-19","BUF","BOS",2,0,0,2,2,2.22,2,0,0,NA,0,0,0,0,0,0,0,0,0,0,0,0,0
"27","2015","Jillian Dempsey","BOS","F","14668259","2016-08-19","BUF","BOS",0,0,1,1,0,0.64,0,0,0,NA,0,0,0,0,0,1,0,0,0,0,0,0,0
"28","2015","Jordan Smelker","BOS","F","14668259","2016-08-19","BUF","BOS",1,0,0,1,1,1.11,1,0,0,NA,0,0,0,0,0,0,0,0,0,0,0,0,0
"29","2015","Kacey Bellamy","BOS","D","14668259","2016-08-19","BUF","BOS",0,2,0,2,2,0.94,0,0,0,NA,0,0,0,0,1,0,0,0,4,0,0,0,0
"30","2015","Kelley Steadman","BUF","F","14668259","2016-08-19","BUF","BOS",1,0,0,1,1,0.94,1,0,0,NA,0,0,0,0,0,0,0,0,2,0,0,0,0
"31","2015","Marissa Gedman","BOS","D","14668259","2016-08-19","BUF","BOS",0,0,0,0,0,-0.17,0,0,0,NA,0,0,0,0,0,0,0,0,2,0,0,0,0
"32","2015","Meghan Duggan","BUF","F","14668259","2016-08-19","BUF","BOS",0,1,0,1,1,0.64,0,0,0,NA,0,0,0,0,0,0,0,0,0,0,0,0,0
"33","2015","Zoe Hickel","BOS","F","14668259","2016-08-19","BUF","BOS",0,0,1,1,0,0.64,0,0,0,NA,0,0,0,0,0,0,0,0,0,0,0,0,0
"34","2015","Alyssa Wohlfeiler","CTW","F|D","14689699","2016-08-22","BUF","CTW",1,0,0,1,1,0.94,1,0,0,NA,0,0,0,0,0,0,0,0,2,0,0,0,0
"35","2015","Annmarie Cellino","BUF","F","14689699","2016-08-22","BUF","CTW",0,0,1,1,0,0.64,0,0,0,NA,0,0,0,0,0,1,0,0,0,0,0,0,0
"36","2015","Anya Battaglino","CTW","F|D","14689699","2016-08-22","BUF","CTW",0,0,0,0,0,-0.34,0,0,0,NA,0,0,0,0,0,0,0,0,4,0,0,0,0
"37","2015","Brianne Mclaughlin","BUF","G","14689699","2016-08-22","BUF","CTW",0,0,0,0,0,1.74,0,0,0,NA,0,0,0,0,0,0,0,0,0,0,0,41,4
"38","2015","Chelsea Laden","CTW","G","14689699","2016-08-22","BUF","CTW",0,0,0,0,0,2.2,0,0,0,NA,0,0,0,0,0,0,0,0,0,0,0,30,2
"39","2015","Hailey Browne","BUF","F","14689699","2016-08-22","BUF","CTW",0,0,0,0,0,-0.17,0,0,0,NA,0,0,0,0,0,0,0,0,2,0,0,0,0
"40","2015","Jordan Brickner","CTW","D","14689699","2016-08-22","BUF","CTW",0,0,1,1,0,0.64,0,0,0,NA,0,0,1,0,0,0,0,0,0,0,0,0,0
"41","2015","Kaleigh Fratkin","CTW","D","14689699","2016-08-22","BUF","CTW",1,2,0,3,3,2.05,1,0,0,NA,0,2,0,0,0,0,0,0,4,0,0,0,0
"42","2015","Kate Buesser","CTW","F","14689699","2016-08-22","BUF","CTW",1,0,0,1,1,1.11,1,0,0,NA,1,0,0,0,0,0,0,0,0,0,0,0,0
"43","2015","Kelley Steadman","BUF","F","14689699","2016-08-22","BUF","CTW",1,1,0,2,2,1.58,1,0,0,NA,0,0,0,0,1,0,0,0,2,0,0,0,0
"44","2015","Kelli Stack","CTW","F","14689699","2016-08-22","BUF","CTW",0,1,0,1,1,0.47,0,0,0,NA,0,1,0,0,0,0,0,0,2,0,0,0,0
"45","2015","Kelly Babstock","CTW","F","14689699","2016-08-22","BUF","CTW",0,0,2,2,0,1.28,0,0,0,NA,0,0,1,0,0,0,0,0,0,0,0,0,0
"46","2015","Lindsay Berman","CTW","D","14689699","2016-08-22","BUF","CTW",0,1,0,1,1,0.64,0,0,0,NA,0,0,0,0,0,0,0,0,0,0,0,0,0
"47","2015","Maggie Giamo","BUF","F","14689699","2016-08-22","BUF","CTW",0,0,0,0,0,-0.17,0,0,0,NA,0,0,0,0,0,0,0,0,2,0,0,0,0
"48","2015","Meghan Duggan","BUF","F","14689699","2016-08-22","BUF","CTW",1,1,0,2,2,1.58,1,0,0,NA,0,0,0,1,0,0,0,0,2,0,0,0,0
"49","2015","Micaela Long","CTW","F","14689699","2016-08-22","BUF","CTW",0,0,0,0,0,-0.17,0,0,0,NA,0,0,0,0,0,0,0,0,2,0,0,0,0
"50","2015","Molly Engstrom","CTW","D","14689699","2016-08-22","BUF","CTW",1,0,0,1,1,1.11,1,0,0,NA,1,0,0,0,0,0,0,0,0,0,0,0,0
"51","2015","Sam Faber","CTW","F","14689699","2016-08-22","BUF","CTW",1,0,1,2,1,1.75,1,0,0,NA,1,0,1,0,0,0,0,0,0,0,0,0,0
"52","2015","Shiann Darkangelo","CTW","F","14689699","2016-08-22","BUF","CTW",0,1,0,1,1,0.64,0,0,0,NA,0,0,0,0,0,0,0,0,0,0,0,0,0
"53","2015","Tatiana Rafter","BUF","F","14689699","2016-08-22","BUF","CTW",0,0,0,0,0,-0.34,0,0,0,NA,0,0,0,0,0,0,0,0,4,0,0,0,0
"54","2015","Amanda Pelkey","BOS","F","14690190","2016-08-22","MET","BOS",0,1,0,1,1,0.64,0,0,0,NA,0,0,0,0,0,0,0,0,0,0,0,0,0
"55","2015","Amber Moore","MET","D","14690190","2016-08-22","MET","BOS",0,0,0,0,0,-0.34,0,0,0,NA,0,0,0,0,0,0,0,0,4,0,0,0,0
"56","2015","Blake Bolden","BOS","D","14690190","2016-08-22","MET","BOS",1,1,1,3,2,1.88,1,0,0,NA,0,0,0,0,0,0,0,0,6,0,0,0,0
"57","2015","Brianna Decker","BOS","F","14690190","2016-08-22","MET","BOS",2,1,0,3,3,2.86,2,0,0,NA,0,1,0,1,0,0,0,0,0,0,0,0,0
"58","2015","Corinne Buie","BOS","F","14690190","2016-08-22","MET","BOS",1,1,0,2,2,1.75,1,0,0,NA,0,0,0,0,1,0,0,0,0,0,0,0,0
"59","2015","Gabie Figueroa","MET","D","14690190","2016-08-22","MET","BOS",1,0,0,1,1,1.11,1,0,0,NA,1,0,0,0,0,0,0,0,0,0,0,0,0
"60","2015","Hilary Knight","BOS","F","14690190","2016-08-22","MET","BOS",0,1,1,2,1,1.11,0,0,0,NA,0,0,0,0,0,0,0,0,2,0,0,0,0
"61","2015","Jordan Smelker","BOS","F","14690190","2016-08-22","MET","BOS",1,1,0,2,2,1.75,1,0,0,NA,1,0,0,0,0,0,0,0,0,0,0,0,0
"62","2015","Kiira Dosdall","MET","D","14690190","2016-08-22","MET","BOS",0,0,0,0,0,-0.34,0,0,0,NA,0,0,0,0,0,0,0,0,4,0,0,0,0
"63","2015","Lauren Slebodnick","BOS","G","14690190","2016-08-22","MET","BOS",0,0,0,0,0,2.36,0,0,0,NA,0,0,0,0,0,0,0,0,0,0,0,24,1
"64","2015","Ludmila Belyakova","MET","F","14690190","2016-08-22","MET","BOS",0,0,0,0,0,-0.17,0,0,0,NA,0,0,0,0,0,0,0,0,2,0,0,0,0
"65","2015","Madison Packer","MET","F","14690190","2016-08-22","MET","BOS",0,0,0,0,0,0,0,0,0,NA,0,0,0,0,0,0,0,0,0,0,0,0,0
"66","2015","Marissa Gedman","BOS","D","14690190","2016-08-22","MET","BOS",0,0,1,1,0,0.47,0,0,0,NA,0,0,1,0,0,0,0,0,2,0,0,0,0
"67","2015","Moran Fritz-Ward","MET","F","14690190","2016-08-22","MET","BOS",0,0,0,0,0,-0.17,0,0,0,NA,0,0,0,0,0,0,0,0,2,0,0,0,0
"68","2015","Nana Fujimoto","MET","G","14690190","2016-08-22","MET","BOS",0,0,0,0,0,1.88,0,0,0,NA,0,0,0,0,0,0,0,0,0,0,0,42,4
"69","2015","Shenae Lundberg","MET","G","14690190","2016-08-22","MET","BOS",0,0,0,0,0,-3,0,0,0,NA,0,0,0,0,0,0,0,0,0,0,0,0,3
"70","2015","Zoe Hickel","BOS","F","14690190","2016-08-22","MET","BOS",2,0,1,3,2,2.69,2,0,0,NA,0,0,0,0,0,0,0,0,2,0,0,0,0
"71","2015","Blake Bolden","BOS","D","14690359","2016-08-22","BUF","BOS",0,0,0,0,0,-0.17,0,0,0,NA,0,0,0,0,0,0,0,0,2,0,0,0,0
"72","2015","Brianna Decker","BOS","F","14690359","2016-08-22","BUF","BOS",3,0,0,3,3,2.99,3,0,0,NA,0,0,0,0,0,0,0,0,4,0,0,0,0
"73","2015","Brianne Mclaughlin","BUF","G","14690359","2016-08-22","BUF","BOS",0,0,0,0,0,1.88,0,0,0,NA,0,0,0,0,0,0,0,0,0,0,0,42,4
"74","2015","Brittany Ott","BOS","G","14690359","2016-08-22","BUF","BOS",0,0,0,0,0,1.34,0,0,0,NA,0,0,0,0,0,0,0,0,0,0,0,31,3
"75","2015","Corinne Buie","BOS","F","14690359","2016-08-22","BUF","BOS",0,0,1,1,0,0.64,0,0,0,NA,0,0,0,0,0,0,0,0,0,0,0,0,0
"76","2015","Emily Field","BOS","F","14690359","2016-08-22","BUF","BOS",1,0,0,1,1,1.11,1,0,0,NA,0,0,0,0,0,0,0,0,0,0,0,0,0
"77","2015","Emily Pfalzer","BUF","D","14690359","2016-08-22","BUF","BOS",0,0,1,1,0,0.64,0,0,0,NA,0,0,1,0,0,0,0,0,0,0,0,0,0
"78","2015","Gigi Marvin","BOS","D","14690359","2016-08-22","BUF","BOS",1,0,0,1,1,1.11,1,0,0,NA,0,0,0,1,0,0,0,0,0,0,0,0,0
"79","2015","Hayley Williams","BUF","F","14690359","2016-08-22","BUF","BOS",0,0,0,0,0,-0.17,0,0,0,NA,0,0,0,0,0,0,0,0,2,0,0,0,0
"80","2015","Hilary Knight","BOS","F","14690359","2016-08-22","BUF","BOS",0,0,1,1,0,0.64,0,0,0,NA,0,0,0,0,0,1,0,0,0,0,0,0,0
"81","2015","Jillian Dempsey","BOS","F","14690359","2016-08-22","BUF","BOS",0,0,0,0,0,-0.17,0,0,0,NA,0,0,0,0,0,0,0,0,2,0,0,0,0
"82","2015","Jordan Smelker","BOS","F","14690359","2016-08-22","BUF","BOS",0,1,0,1,1,0.64,0,0,0,NA,0,0,0,0,0,0,0,0,0,0,0,0,0
"83","2015","Kacey Bellamy","BOS","D","14690359","2016-08-22","BUF","BOS",0,1,0,1,1,0.64,0,0,0,NA,0,0,0,0,1,0,0,0,0,0,0,0,0
"84","2015","Kelley Steadman","BUF","F","14690359","2016-08-22","BUF","BOS",2,0,0,2,2,2.22,2,0,0,NA,0,0,0,1,0,0,0,0,0,0,0,0,0
"85","2015","Kourtney Kunichika","BUF","F","14690359","2016-08-22","BUF","BOS",1,1,0,2,2,1.75,1,0,0,NA,1,0,0,0,1,0,0,0,0,0,0,0,0
"86","2015","Megan Bozek","BUF","D","14690359","2016-08-22","BUF","BOS",0,1,0,1,1,0.64,0,0,0,NA,0,1,0,0,0,0,0,0,0,0,0,0,0
"87","2015","Meghan Duggan","BUF","F","14690359","2016-08-22","BUF","BOS",0,1,0,1,1,0.47,0,0,0,NA,0,0,0,0,0,0,0,0,2,0,0,0,0
"88","2015","Rachel Llanes","BOS","F","14690359","2016-08-22","BUF","BOS",0,1,0,1,1,0.64,0,0,0,NA,0,0,0,0,0,0,0,0,0,0,0,0,0
"89","2015","Shelby Bram","BUF","F","14690359","2016-08-22","BUF","BOS",0,0,1,1,0,0.64,0,0,0,NA,0,0,0,0,0,0,0,0,0,0,0,0,0
"90","2015","Alyssa Wohlfeiler","CTW","F|D","14690511","2016-08-22","MET","CTW",1,0,0,1,1,1.11,1,0,0,NA,1,0,0,0,0,0,0,0,0,0,0,0,0
"91","2015","Ashley Johnston","MET","D","14690511","2016-08-22","MET","CTW",1,0,0,1,1,1.11,1,0,0,NA,1,0,0,0,0,0,0,0,0,0,0,0,0
"92","2015","Brittany Dougherty","CTW","F","14690511","2016-08-22","MET","CTW",0,0,0,0,0,-0.17,0,0,0,NA,0,0,0,0,0,0,0,0,2,0,0,0,0
"93","2015","Danielle Ward","CTW","F","14690511","2016-08-22","MET","CTW",0,1,0,1,1,0.64,0,0,0,NA,0,1,0,0,0,0,0,0,0,0,0,0,0
"94","2015","Janine Weber","MET","F","14690511","2016-08-22","MET","CTW",0,0,1,1,0,0.64,0,0,0,NA,0,0,1,0,0,0,0,0,0,0,0,0,0
"95","2015","Jessica Koizumi","CTW","F","14690511","2016-08-22","MET","CTW",0,0,1,1,0,0.64,0,0,0,NA,0,0,0,0,0,0,0,0,0,0,0,0,0
"96","2015","Kaleigh Fratkin","CTW","D","14690511","2016-08-22","MET","CTW",1,0,1,2,1,1.75,1,0,0,NA,0,0,1,0,0,0,0,0,0,0,0,0,0
"97","2015","Kelli Stack","CTW","F","14690511","2016-08-22","MET","CTW",0,1,0,1,1,0.47,0,0,0,NA,0,0,0,0,0,0,0,0,2,0,0,0,0
"98","2015","Kelly Babstock","CTW","F","14690511","2016-08-22","MET","CTW",1,0,0,1,1,1.11,1,0,0,NA,0,0,0,0,0,0,0,0,0,0,0,0,0
"99","2015","Ludmila Belyakova","MET","F","14690511","2016-08-22","MET","CTW",0,0,0,0,0,-0.34,0,0,0,NA,0,0,0,0,0,0,0,0,4,0,0,0,0
"100","2015","Meghan Fardelmann","MET","F","14690511","2016-08-22","MET","CTW",0,1,0,1,1,0.64,0,0,0,NA,0,1,0,0,0,0,0,0,0,0,0,0,0
"101","2015","Nana Fujimoto","MET","G","14690511","2016-08-22","MET","CTW",0,0,0,0,0,1.22,0,0,0,NA,0,0,0,0,0,0,0,0,0,0,0,23,2
"102","2015","Nicole Stock","CTW","G","14690511","2016-08-22","MET","CTW",0,0,0,0,0,1.8,0,0,0,NA,0,0,0,0,0,0,0,0,0,0,0,20,1
"103","2015","Sam Faber","CTW","F","14690511","2016-08-22","MET","CTW",0,0,0,0,0,-0.34,0,0,0,NA,0,0,0,0,0,0,0,0,4,0,0,0,0
"104","2015","Alyssa Wohlfeiler","CTW","F|D","14694271","2016-08-23","BUF","CTW",0,1,0,1,1,0.64,0,0,0,NA,0,0,0,0,0,0,0,0,0,0,0,0,0
"105","2015","Danielle Ward","CTW","F","14694271","2016-08-23","BUF","CTW",1,0,0,1,1,0.94,1,0,0,NA,0,0,0,0,0,0,0,0,2,0,0,0,0
"106","2015","Devon Skeats","BUF","F","14694271","2016-08-23","BUF","CTW",1,0,0,1,1,0.77,1,0,0,NA,0,0,0,0,0,0,0,0,4,0,0,0,0
"107","2015","Hailey Browne","BUF","F","14694271","2016-08-23","BUF","CTW",0,1,0,1,1,0.64,0,0,0,NA,0,0,0,0,0,0,0,0,0,0,0,0,0
"108","2015","Hayley Williams","BUF","F","14694271","2016-08-23","BUF","CTW",0,0,0,0,0,-0.17,0,0,0,NA,0,0,0,0,0,0,0,0,2,0,0,0,0
"109","2015","Jaimie Leonoff","CTW","G","14694271","2016-08-23","BUF","CTW",0,0,0,0,0,2.9,0,0,0,NA,0,0,0,0,0,0,0,0,0,0,0,35,2
"110","2015","Jessica Fickel","BUF","F","14694271","2016-08-23","BUF","CTW",0,0,1,1,0,0.64,0,0,0,NA,0,0,0,0,0,0,0,0,0,0,0,0,0
"111","2015","Jessica Koizumi","CTW","F","14694271","2016-08-23","BUF","CTW",0,1,0,1,1,0.64,0,0,0,NA,0,0,0,0,0,0,0,0,0,0,0,0,0
"112","2015","Jordan Brickner","CTW","D","14694271","2016-08-23","BUF","CTW",0,0,1,1,0,0.64,0,0,0,NA,0,0,0,0,0,0,0,0,0,0,0,0,0
"113","2015","Kaleigh Fratkin","CTW","D","14694271","2016-08-23","BUF","CTW",0,0,0,0,0,-0.17,0,0,0,NA,0,0,0,0,0,0,0,0,2,0,0,0,0
"114","2015","Kelli Stack","CTW","F","14694271","2016-08-23","BUF","CTW",1,0,0,1,1,0.94,1,0,0,NA,0,0,0,0,0,0,0,0,2,0,0,0,0
"115","2015","Kelly Babstock","CTW","F","14694271","2016-08-23","BUF","CTW",1,0,0,1,1,0.6,1,0,0,NA,0,0,0,1,0,0,0,0,6,0,0,0,0
"116","2015","Kimberly Sass","BUF","G","14694271","2016-08-23","BUF","CTW",0,0,0,0,0,0.22,0,0,0,NA,0,0,0,0,0,0,0,0,0,0,0,23,3
"117","2015","Kourtney Kunichika","BUF","F","14694271","2016-08-23","BUF","CTW",1,0,0,1,1,1.11,1,0,0,NA,0,0,0,0,0,0,0,0,0,0,0,0,0
"118","2015","Meghan Duggan","BUF","F","14694271","2016-08-23","BUF","CTW",0,0,0,0,0,-0.17,0,0,0,NA,0,0,0,0,0,0,0,0,2,0,0,0,0
"119","2015","Micaela Long","CTW","F","14694271","2016-08-23","BUF","CTW",0,0,1,1,0,0.64,0,0,0,NA,0,0,0,0,0,0,0,0,0,0,0,0,0
"120","2015","Molly Engstrom","CTW","D","14694271","2016-08-23","BUF","CTW",0,0,0,0,0,-0.17,0,0,0,NA,0,0,0,0,0,0,0,0,2,0,0,0,0
"121","2015","Paige Harrington","BUF","D","14694271","2016-08-23","BUF","CTW",0,0,1,1,0,0.64,0,0,0,NA,0,0,0,0,0,0,0,0,0,0,0,0,0
"122","2015","Sam Faber","CTW","F","14694271","2016-08-23","BUF","CTW",0,0,0,0,0,-0.17,0,0,0,NA,0,0,0,0,0,0,0,0,2,0,0,0,0
"123","2015","Shannon Doyle","CTW","D","14694271","2016-08-23","BUF","CTW",0,0,0,0,0,-0.17,0,0,0,NA,0,0,0,0,0,0,0,0,2,0,0,0,0
"124","2015","Shelby Bram","BUF","F","14694271","2016-08-23","BUF","CTW",0,1,0,1,1,0.64,0,0,0,NA,0,0,0,0,0,0,0,0,0,0,0,0,0
"125","2015","Tara Tomimoto","CTW","D","14694271","2016-08-23","BUF","CTW",0,0,0,0,0,-0.17,0,0,0,NA,0,0,0,0,0,0,0,0,2,0,0,0,0
"126","2015","Amber Moore","MET","D","14694328","2016-08-23","MET","BOS",0,0,1,1,0,0.64,0,0,0,NA,0,0,0,0,0,0,0,0,0,0,0,0,0
"127","2015","Ashley Johnston","MET","D","14694328","2016-08-23","MET","BOS",0,1,1,2,1,1.28,0,0,0,NA,0,0,0,0,0,1,0,0,0,0,0,0,0
"128","2015","Beth Hanrahan","MET","F","14694328","2016-08-23","MET","BOS",1,0,0,1,1,0.94,1,0,0,NA,0,0,0,0,0,0,0,0,2,0,0,0,0
"129","2015","Bray Ketchum","MET","F","14694328","2016-08-23","MET","BOS",1,0,0,1,1,1.11,1,0,0,NA,0,0,0,1,0,0,0,0,0,0,0,0,0
"130","2015","Brooke Ammerman","MET","F","14694328","2016-08-23","MET","BOS",0,1,0,1,1,0.64,0,0,0,NA,0,0,0,0,1,0,0,0,0,0,0,0,0
"131","2015","Casey Pickett","BOS","F","14694328","2016-08-23","MET","BOS",0,0,0,0,0,-0.17,0,0,0,NA,0,0,0,0,0,0,0,0,2,0,0,0,0
"132","2015","Celeste Brown","MET","F","14694328","2016-08-23","MET","BOS",0,0,0,0,0,-0.34,0,0,0,NA,0,0,0,0,0,0,0,0,4,0,0,0,0
"133","2015","Corinne Buie","BOS","F","14694328","2016-08-23","MET","BOS",0,0,0,0,0,-0.17,0,0,0,NA,0,0,0,0,0,0,0,0,2,0,0,0,0
"134","2015","Emily Field","BOS","F","14694328","2016-08-23","MET","BOS",0,1,0,1,1,0.47,0,0,0,NA,0,1,0,0,1,0,0,0,2,0,0,0,0
"135","2015","Gabie Figueroa","MET","D","14694328","2016-08-23","MET","BOS",0,0,0,0,0,-0.51,0,0,0,NA,0,0,0,0,0,0,0,0,6,0,0,0,0
"136","2015","Gigi Marvin","BOS","D","14694328","2016-08-23","MET","BOS",0,0,1,1,0,0.64,0,0,0,NA,0,0,0,0,0,1,0,0,0,0,0,0,0
"137","2015","Hilary Knight","BOS","F","14694328","2016-08-23","MET","BOS",1,1,0,2,2,1.75,1,0,0,NA,1,0,0,1,1,0,0,0,0,0,0,0,0
"138","2015","Kacey Bellamy","BOS","D","14694328","2016-08-23","MET","BOS",1,0,0,1,1,1.11,1,0,0,NA,0,0,0,1,0,0,0,0,0,0,0,0,0
"139","2015","Kiira Dosdall","MET","D","14694328","2016-08-23","MET","BOS",0,0,0,0,0,-0.17,0,0,0,NA,0,0,0,0,0,0,0,0,2,0,0,0,0
"140","2015","Lauren Slebodnick","BOS","G","14694328","2016-08-23","MET","BOS",0,0,0,0,0,1.48,0,0,0,NA,0,0,0,0,0,0,0,0,0,0,0,32,3
"141","2015","Madison Packer","MET","F","14694328","2016-08-23","MET","BOS",1,0,0,1,1,1.11,1,0,0,NA,0,0,0,0,0,0,0,0,0,0,0,0,0
"142","2015","Marissa Gedman","BOS","D","14694328","2016-08-23","MET","BOS",0,0,0,0,0,-0.17,0,0,0,NA,0,0,0,0,0,0,0,0,2,0,0,0,0
"143","2015","Moran Fritz-Ward","MET","F","14694328","2016-08-23","MET","BOS",0,1,0,1,1,0.64,0,0,0,NA,0,0,0,0,0,0,0,0,0,0,0,0,0
"144","2015","Nana Fujimoto","MET","G","14694328","2016-08-23","MET","BOS",0,0,0,0,0,6.54,0,0,0,NA,0,0,0,0,0,0,0,0,0,0,0,61,2
"145","2015","Rachel Llanes","BOS","F","14694328","2016-08-23","MET","BOS",0,0,0,0,0,-0.34,0,0,0,NA,0,0,0,0,0,0,0,0,4,0,0,0,0
"146","2015","Sydney Kidd","MET","D","14694328","2016-08-23","MET","BOS",0,0,1,1,0,0.64,0,0,0,NA,0,0,0,0,0,0,0,0,0,0,0,0,0
"147","2015","Zoe Hickel","BOS","F","14694328","2016-08-23","MET","BOS",0,0,0,0,0,-0.17,0,0,0,NA,0,0,0,0,0,0,0,0,2,0,0,0,0
"148","2015","Amanda Pelkey","BOS","F","14694401","2016-08-23","BOS","MET",1,0,0,1,1,0.94,1,0,0,NA,1,0,0,0,0,0,0,0,2,0,0,0,0
"149","2015","Ashley Johnston","MET","D","14694401","2016-08-23","BOS","MET",0,0,1,1,0,0.64,0,0,0,NA,0,0,0,0,0,0,0,0,0,0,0,0,0
"150","2015","Brianna Decker","BOS","F","14694401","2016-08-23","BOS","MET",0,1,0,1,1,0.47,0,0,0,NA,0,1,0,0,0,0,0,0,2,0,0,0,0
"151","2015","Brittany Ott","BOS","G","14694401","2016-08-23","BOS","MET",0,0,0,0,0,-0.62,0,0,0,NA,0,0,0,0,0,0,0,0,0,0,0,17,3
"152","2015","Brooke Ammerman","MET","F","14694401","2016-08-23","BOS","MET",1,0,0,1,1,1.11,1,0,0,NA,0,0,0,0,0,0,0,0,0,0,0,0,0
"153","2015","Celeste Brown","MET","F","14694401","2016-08-23","BOS","MET",0,0,0,0,0,-0.17,0,0,0,NA,0,0,0,0,0,0,0,0,2,0,0,0,0
"154","2015","Elena Orlando","MET","D","14694401","2016-08-23","BOS","MET",0,0,0,0,0,-0.17,0,0,0,NA,0,0,0,0,0,0,0,0,2,0,0,0,0
"155","2015","Gigi Marvin","BOS","D","14694401","2016-08-23","BOS","MET",0,0,0,0,0,-0.17,0,0,0,NA,0,0,0,0,0,0,0,0,2,0,0,0,0
"156","2015","Hilary Knight","BOS","F","14694401","2016-08-23","BOS","MET",1,1,0,2,2,1.75,1,0,0,NA,1,1,0,0,0,0,0,0,0,0,0,0,0
